P0006_tLung,P0008_tLung,P0018_tLung,P0019_tLung,P0020_tLung,P0025_tLung,P0028_tLung,P0030_tLung,P0031_tLung,P0034_tLung,P1006_tL.B,P1028_tL.B,P1049_tL.B,P1058_tL.B
C4BPB,0.0050982176,0.0012716708,0.04545487,0.0066624717,0.9612765,0.0093405545,0.04092205,0.0014482433,0.059375145,0.010878933,0.15358154,0.33225644,0.0038707014,0.0047728224
C4orf17,0,0,0,0,0.007595271,0,0,0,0,0.0004029234,0,0,0,0
C4orf19,0.00446094,0.005086683,0.039451398,0.013324943,0.0061711576,0.0172441,0.039510947,0.047067907,0.006250015,0.11120687,0,0.06489543,0.0064511695,0.0023864112
CFAP299,0.0076473267,0,0.003859376,0.0045804493,0,0.00862205,0.0003527763,0.01303419,0.010625026,0.0008058468,0.0028841605,0.0073698275,0.0025804678,0.0023864112
ODAPH,0.0050982176,0.004450848,0.0025729174,0.0012492135,0.00047470443,0.00071850425,0.0003527763,0.0014482433,0.06562516,0.0028204639,0.0021631205,0.0004094349,0.0012902339,0.0035796168
HPF1,0.21539968,0.17549059,0.25729173,0.16323057,0.15143071,0.119271696,0.1964964,0.21144353,0.16625041,0.14988752,0.31942078,0.18915892,0.21804951,0.17480463
C4orf3,2.3993485,2.063922,3.5986538,2.2186031,2.2377567,2.3236425,2.1469965,2.2006059,2.2956305,2.2132585,3.2504492,1.5329242,2.881092,1.5833838
FAM241A,0.12426905,0.08647362,0.07718752,0.13449864,0.062186282,0.09915358,0.06279418,0.16147913,0.1637504,0.06769113,0.012257683,0.08577661,0.055480056,0.08770062
C4orf33,0.08284604,0.050231,0.06432293,0.052466962,0.05174278,0.058917344,0.084313534,0.12816954,0.051875126,0.055603433,0.07138298,0.10153985,0.092896834,0.08531421
C4orf36,0.053531285,0.024161745,0.057033002,0.022902245,0.023735221,0.023710638,0.04586092,0.03982669,0.043750107,0.043918654,0.050472815,0.06776147,0.029675378,0.036392774
C4orf45,0.0006372772,0,0,0,0.00047470443,0,0,0,0,0,0.0007210401,0,0,0
C4orf46,0.06054133,0.03624262,0.05102953,0.040391233,0.047945146,0.05316931,0.053974774,0.058653854,0.046875115,0.025787098,0.08940898,0.08106811,0.09805777,0.038779184
C4orf47,0.00892188,0.0012716708,0.030017368,0.01582337,0.02895697,0.0071850424,0.023988789,0.019551285,0.020000048,0.030622179,0.037494086,0.049951054,0.009031637,0.009545645
C4orf48,0.9654749,0.5341017,1.4292556,1.266286,1.6500726,1.2631304,2.592553,0.87980783,0.9425023,0.80947316,0.21198581,2.224255,1.1741128,3.1226192
C4orf50,0.0019118317,0,0,0.00083280896,0.00047470443,0,0.0007055526,0.00072412164,0.0006250015,0,0.0007210401,0,0.0012902339,0.0011932056
C4orf51,0,0,0,0.0012492135,0,0,0.0003527763,0,0,0,0,0,0,0
C5,0.019755594,0.01526005,0.021012159,0.025817078,0.017564064,0.030177178,0.017638814,0.016654799,0.013750033,0.016519861,0.003605201,0.023542507,0.011612104,0.006562631
C5AR1,0.32309952,0.19202231,0.30531952,0.79616535,0.48847088,0.6394687,0.25646836,0.98263305,0.2868757,0.168422,0.0987825,0.016172677,0.27869052,0.33171117
C5AR2,0.029952027,0.010809203,0.022298615,0.056631006,0.058388647,0.0344882,0.022577683,0.054309126,0.013125032,0.018937401,0.007931442,0.0020471744,0.01677304,0.036392774
C5orf15,0.3020694,0.25051916,0.48156434,0.28190583,0.27580327,0.25075796,0.25505725,0.37364677,0.34625086,0.3013867,0.43622932,0.3461772,0.24772489,0.5297833
C5orf17,0.003186386,0.0012716708,0.00042881953,0.002498427,0,0.0035925212,0.12453003,0,0,0.0076555447,0.0014420802,0,0,0.0005966028
C5orf22,0.033138413,0.0305201,0.093911484,0.041640446,0.07405389,0.035206705,0.07090803,0.04417142,0.042500105,0.039486494,0.11825058,0.047494445,0.06838239,0.037585977
C5orf24,0.33265868,0.18248476,0.482422,0.2506755,0.2477957,0.17172252,0.30620983,0.21434002,0.2531256,0.34852877,0.93735224,0.48681808,0.23095186,0.3627345
TMEM267,0.07137504,0.06930606,0.095626764,0.06121146,0.07452859,0.051732305,0.09560237,0.062998585,0.091875225,0.0721233,0.33528367,0.080863394,0.11870151,0.059660282
C5orf30,0.033138413,0.019075062,0.03687848,0.017905394,0.015665246,0.016525596,0.027516551,0.020999528,0.03312508,0.06889991,0.059846334,0.07635961,0.0761238,0.03579617
C5orf34,0.00446094,0.013352544,0.02744445,0.0074952804,0.011867611,0.014370085,0.010936066,0.009413581,0.00812502,0.008864315,0.052635934,0.014125504,0.021933975,0.011335453
C5orf38,0.054805838,0.07439274,0.1556615,0.19945773,0.06978155,0.13220477,0.2843377,0.38595685,0.27812567,0.45651224,1.5213947,0.0030707617,0.036126547,1.2391441
CPLANE1,0.11789628,0.039421797,0.15308858,0.06121146,0.073579185,0.031614184,0.104774565,0.07458453,0.12250029,0.101133786,1.184669,0.10952383,0.058060523,0.06622291
MRNIP,0.19946776,0.12398791,0.13893753,0.09535663,0.06313569,0.09627956,0.11853284,0.15423791,0.20375049,0.2941341,0.108156025,0.12139744,0.10192847,0.1891231
C5orf46,0.0012745544,0,0.01072049,0.0012492135,0.0014241133,0,0.0003527763,0,0.001250003,0,0.0014420802,0,0.0064511695,0
C5orf47,0,0.0012716708,0,0,0,0,0,0.00072412164,0,0.0012087702,0,0,0.0012902339,0
C5orf49,0.069463216,0.013352544,0.2791615,0.2877355,0.0018988177,0.03089568,0.037747063,0.17813392,0.115000285,0.031428024,0.3035579,0.15927017,0.046448417,0.1050021
C5orf51,0.06436499,0.041965142,0.1119219,0.06704112,0.090193845,0.056043327,0.11853284,0.06372271,0.06250016,0.06889991,0.2963475,0.10686251,0.051609356,0.09008703
C5orf52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRF1-AS1,0.28868657,0.35098118,0.24700007,0.19362807,0.15950069,0.1551969,0.17180206,0.14410022,0.18625045,0.089448996,0.12185578,0.2546685,0.7754305,0.21895322
C5orf63,0.047795787,0.027976759,0.11535246,0.055381794,0.03322931,0.035206705,0.059619192,0.06734332,0.031875078,0.07091452,0.083640665,0.11791724,0.055480056,0.06681952
C5orf66,0.0006372772,0,0.003859376,0.0016656179,0.00094940886,0,0,0,0,0.008461392,0.0014420802,0.016172677,0.0025804678,0.006562631
C5orf66-AS1,0,0,0,0.00041640448,0,0,0,0,0,0,0,0.0038896315,0,0
C5orf66-AS2,0,0.0006358354,0,0,0,0,0,0,0,0,0,0,0,0
C5orf67,0,0,0,0,0,0,0,0,0.0006250015,0,0,0,0,0
C6,0.01784376,0.0019075063,0.003859376,0.0037476402,0,0.004311025,0.0031749867,0.014482433,0.03312508,0.009670162,0,0.0010235872,0,0.0035796168
SMIM29,0.4295248,0.19901648,0.482422,0.39350224,0.4827744,0.22273631,0.52457833,0.30268285,0.43562606,0.31307152,0.12834515,0.34351584,0.5277056,0.36333114
TSBP1,0,0,0,0,0,0.00071850425,0,0,0,0,0,0,0.0012902339,0
ILRUN,0.13765188,0.08647362,0.16466671,0.16281414,0.25064394,0.093405545,0.1933214,0.12454893,0.19062547,0.23691897,0.4275768,0.16049847,0.45029163,0.29472178
C6orf118,0.014657375,0,0.012006948,0.01207573,0,0.002874017,0.0024694342,0.026792502,0.01625004,0.0004029234,0.0021631205,0.01678683,0.0064511695,0.017301481
C6orf120,0.11470989,0.0610402,0.09819968,0.08744494,0.10206145,0.08622051,0.119238384,0.11079062,0.093125224,0.052782968,0.18458627,0.049746342,0.10708941,0.09485985
C6orf132,0.061815884,0.007630025,0.3173265,0.053299773,0.20127466,0.012933076,0.4317982,0.07892926,0.26562563,0.2909107,0.52275413,0.48354262,0.6876946,0.18494688
C6orf136,0.07456143,0.059132695,0.107204884,0.08994337,0.09114325,0.066102386,0.11535785,0.08617047,0.09875024,0.07534668,0.29202127,0.12774369,0.09160661,0.06562631
C6orf141,0.010196435,0.0031791772,0.03988022,0.008744494,0.094940886,0.005748034,0.005291644,0.01303419,0.028750071,0.16721322,0,0.06161995,0,0.059063677
C6orf15,0,0,0,0,0,0,0.0042333156,0,0.0006250015,0.0004029234,0,0,0.011612104,0
C6orf163,0.0038236633,0.0025433416,0.0042881956,0.0016656179,0,0.0021555126,0.0014111052,0.002172365,0.0031250075,0.0016116936,0.0028841605,0.0004094349,0.0025804678,0.0023864112
C6orf201,0,0,0,0.00041640448,0,0,0,0.002172365,0.0006250015,0.0004029234,0,0,0,0
MTRES1,0.09750341,0.063583545,0.17324309,0.12325572,0.079750344,0.08047248,0.092780165,0.12744541,0.0812502,0.061244357,0.1132033,0.092327565,0.11225034,0.13125262
BNIP5,0.00892188,0,0.012435767,0.0016656179,0.16852008,0,0.0007055526,0,0,0.0004029234,0,0.0061415234,0.0025804678,0.0047728224
C6orf223,0.0076473267,0.005722519,0.045026053,0.020403821,0.009968793,0.011496068,0.033866525,0.033309598,0.027500067,0.05399174,0.003605201,0.099287964,0.0012902339,0.056080665
C6orf226,0.1841731,0.13861212,0.15866324,0.15906651,0.124372564,0.12573823,0.17356592,0.12599717,0.088125214,0.07897299,0.50256497,0.044628404,0.1483769,0.09008703
ARMH2,0,0,0,0,0,0,0,0.0050688516,0.001250003,0,0.0007210401,0,0.0025804678,0
MPIG6B,0,0.0006358354,0.00085763907,0.00083280896,0.00094940886,0,0.0007055526,0.00072412164,0.001250003,0,0.0050472813,0,0.0051609357,0.006562631
C6orf47,0.16569208,0.15705134,0.1951129,0.16406336,0.16092479,0.12070871,0.22260185,0.11441122,0.15812539,0.17406292,0.4333451,0.11484649,0.19482532,0.1676454
C6orf47-AS1,0.0019118317,0.0012716708,0,0,0,0.0021555126,0.0003527763,0,0.001250003,0,0,0,0,0
SNHG32,2.7109773,2.5236306,3.517178,2.4476254,2.770375,1.549095,1.6150098,1.8696822,2.3518808,3.6525006,5.8656616,4.989783,2.37274,1.4539212
C6orf52,0.00892188,0.005086683,0.006003474,0.004996854,0.01613995,0.014370085,0.053621996,0.015206555,0.028750071,0.01410232,0.028120566,0.06489543,0.012902339,0.020881098
C6orf58,0.0006372772,0,0,0.00041640448,0,0.00071850425,0,0.00072412164,0,0.0008058468,0,0.0004094349,0,0
C6orf62,0.8768934,0.4775124,0.9494065,0.8298941,0.9313701,0.6337207,0.80433,0.7943615,0.81187695,1.3139334,0.8364066,0.63380516,1.0992793,1.2134901
C6orf89,0.3039812,0.204739,0.42667547,0.30272606,0.3840359,0.20118117,0.33443195,0.23606366,0.32312578,0.2957458,0.5040071,0.18178909,0.32126823,0.28219315
C6orf99,0.006372772,0.0038150125,0.011578128,0.005413258,0.0037976354,0.017962605,0.008113855,0.010137703,0.020625051,0.018937401,0.033888888,0.007574545,0.009031637,0.002983014
C7,2.579698,1.2080873,0.06475175,0.13408224,0,0.1199902,0.06173585,0.32875124,4.10126,0.025787098,0.0014420802,0,0,0.026847126
C7orf25,0.00446094,0.005086683,0.01072049,0.0037476402,0.00427234,0.0021555126,0.0067027495,0.0036206082,0.002500006,0.0060438514,0.009373521,0.0059368056,0.0038707014,0.005966028
C7orf26,0.15868202,0.13288961,0.2714428,0.15406966,0.12674609,0.14154533,0.15839656,0.109342374,0.15437537,0.16439275,0.2660638,0.23522034,0.21030812,0.102615684
C7orf31,0.04078574,0.052138507,0.034734383,0.037892807,0.027532855,0.0344882,0.01904992,0.0499644,0.02437506,0.01410232,0.038936168,0.047699165,0.059350755,0.030426744
C7orf33,0,0,0.0017152781,0,0,0.00071850425,0.0003527763,0,0.0006250015,0.0004029234,0,0.00020471745,0.0038707014,0.0005966028
LLCFC1,0,0,0,0.00083280896,0,0,0,0,0,0,0,0,0,0
MAP11,0.037599355,0.02352591,0.06217884,0.044555277,0.068832144,0.03089568,0.06491084,0.03475784,0.053125132,0.052380048,0.036052007,0.09068983,0.046448417,0.056080665
CYREN,0.14848559,0.108092025,0.27358687,0.14948921,0.17564063,0.16813,0.2024936,0.11223886,0.14750037,0.17889799,0.13483451,0.39285278,0.18708391,0.15869635
C7orf50,0.7959592,0.6447372,2.0866358,0.7932505,0.96365005,0.5633073,1.5419852,1.0659071,1.1425028,0.75145215,1.1284279,2.1775794,0.6657607,1.1448808
FMC1,0.31226584,0.24861164,0.1994011,0.2415146,0.17374183,0.2737501,0.31890976,0.3403372,0.22375055,0.2389336,0.26173759,0.24975528,0.3006245,0.14915071
FMC1-LUC7L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7orf57,0.013382821,0.0006358354,0.10248788,0.026233481,0.00854468,0.0035925212,0.017286038,0.028240746,0.01625004,0.012490626,0.0050472813,0.021700049,0.0038707014,0.0071592336
BMT2,0.070100494,0.04832349,0.06303647,0.053716175,0.055540416,0.036643714,0.08043299,0.07313629,0.060000148,0.08139053,0.057683215,0.061415236,0.06838239,0.04653502
C7orf61,0.0076473267,0.0038150125,0.004717015,0.0037476402,0.0037976354,0.0021555126,0.0056444206,0.006517095,0.011875029,0.009267239,0.005768321,0.034801964,0.01677304,0.0035796168
TEX47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7orf65,0.0006372772,0.0006358354,0,0,0,0,0,0,0,0,0,0,0,0.0005966028
C7orf69,0,0,0,0,0,0,0.0003527763,0,0,0,0,0,0,0.0011932056
LINC02860,0.0006372772,0,0,0.00041640448,0,0,0,0,0,0,0,0,0,0
SPATA48,0,0,0,0.00083280896,0,0.0021555126,0,0.00072412164,0,0,0,0,0,0
STMP1,1.0801848,0.598957,1.8087609,0.8049099,0.9005143,0.941959,1.6135987,1.0514246,0.76875186,0.70995104,0.97412527,1.1087496,1.0554112,0.8060104
C7orf77,0,0,0,0,0,0.00071850425,0,0,0,0,0,0.0024566094,0,0
C8A,0.003186386,0,0.0012864587,0.016656179,0.0028482266,0.0035925212,0.0038805394,0.01303419,0.001250003,0.0028204639,0,0,0.0025804678,0.01670488
C8B,0.0025491088,0,0.003001737,0.013741347,0.005696453,0.012214572,0.00952496,0.19044401,0.0068750167,0.012893549,0,0,0.0038707014,0.011932056
C8G,0.0006372772,0.0012716708,0.0051458348,0.0033312358,0.0018988177,0,0.021872131,0.00072412164,0.016875042,0.0028204639,0.0014420802,0.0053226533,0.010321871,0.0035796168
PPDPFL,0,0,0,0,0,0,0,0,0.0006250015,0,0,0,0,0
C8orf33,0.21667424,0.14242713,0.2216997,0.2052874,0.3204255,0.17603354,0.37711787,0.14844494,0.27000067,0.2252342,0.31004724,0.6620562,0.2864319,0.20105515
C8orf34,0.015931929,0.0025433416,0.008147571,0.0062460667,0.009494089,0.016525596,0.014111051,0.014482433,0.018125044,0.049559582,0.012978722,0.17892304,0.0051609357,0.011335453
C8orf34-AS1,0.006372772,0.0006358354,0.00900521,0.028731909,0.014241133,0.024429144,0.05714976,0.028240746,0.015000037,0.113221474,0.0014420802,0.23133071,0,0.0017898084
C8orf37,0.012108266,0.008901696,0.01072049,0.009577303,0.009019384,0.004311025,0.011288841,0.0050688516,0.0068750167,0.009267239,0.018747043,0.025180245,0.018063273,0.006562631
C8orf37-AS1,0.00446094,0.0006358354,0.0017152781,0.0012492135,0.0014241133,0.00071850425,0.0010583289,0,0.0018750046,0.0016116936,0.0021631205,0.004913219,0.0012902339,0.0023864112
TCIM,0.92660105,0.3223686,1.6256549,1.4565828,0.53166896,0.8262799,0.35383463,3.3273392,0.39062592,5.60265,0.0014420802,8.917083,0.037416782,2.6865025
C8orf44,0.026128365,0.024161745,0.023585076,0.013324943,0.016614655,0.012933076,0.017638814,0.020999528,0.043750107,0.031428024,0.04542553,0.042785946,0.029675378,0.014318467
C8orf44-SGK3,0.0006372772,0,0.0012864587,0.00041640448,0.00094940886,0,0,0,0,0.0004029234,0.0014420802,0.00061415235,0.0012902339,0.0005966028
VXN,0.006372772,0.0006358354,0.0012864587,0.0058296626,0.00427234,0.0035925212,0.0010583289,0.0050688516,0.0043750107,0.002014617,0.004326241,0.0020471744,0.0012902339,0.0047728224
C8orf48,0.00892188,0.005086683,0.0034305563,0.009577303,0.0023735221,0.0021555126,0.008819407,0.005792973,0.0056250137,0.0076555447,0.06705674,0.0024566094,0,0.0023864112
C8orf49,0,0,0,0,0,0,0,0,0,0.0004029234,0,0,0,0
C8orf58,0.055443116,0.025433417,0.02958855,0.038725615,0.02563404,0.03089568,0.059971973,0.027516624,0.061250146,0.046336196,0.102387704,0.087619066,0.034836315,0.016108276
RBIS,1.4453447,1.0491285,1.4138181,1.227144,1.3267988,0.86148655,0.8819407,0.7125357,0.83187705,0.92229176,1.2387471,1.6064178,0.9754168,0.99871314
C8orf74,0,0,0.00042881953,0,0,0,0,0,0,0,0,0,0,0
C8orf76,0.10451346,0.083930284,0.12821704,0.11284561,0.16614655,0.11352366,0.1756826,0.109342374,0.16312541,0.10758056,0.18170212,0.32795736,0.13934526,0.1455711
C8orf82,0.14784831,0.09919033,0.15694796,0.16906022,0.26630917,0.13292328,0.6159474,0.21796063,0.28937572,0.21677281,0.26029548,0.4950068,0.09805777,0.1467643
C8orf86,0,0,0,0,0.00047470443,0,0,0,0,0,0,0,0,0
C8orf87,0.0012745544,0,0,0.00083280896,0,0,0,0,0,0,0,0,0,0
C8orf88,0.017206484,0.012716709,0.0064322934,0.0062460667,0.0028482266,0.007903546,0.0017638814,0.005792973,0.01562504,0.0008058468,0.0014420802,0.0014330222,0.011612104,0.011932056
C8orf89,0.0025491088,0,0.00085763907,0.002498427,0,0.00502953,0.0010583289,0.0014482433,0.0075000185,0.0036263107,0,0.00020471745,0.0038707014,0.0011932056
C9,0.0025491088,0.0006358354,0.0017152781,0.0016656179,0.00047470443,0.0014370085,0.0017638814,0.002172365,0.0031250075,0.0024175404,0,0,0,0.0005966028
C9orf106,0.014657375,0.0038150125,0.01072049,0.0033312358,0.0037976354,0.006466538,0.014816605,0.002172365,0.0068750167,0.006849698,0.003605201,0.0034801965,0.0025804678,0.0017898084
SPOUT1,0.1089744,0.091560304,0.1097778,0.11076359,0.10348556,0.11136816,0.0892524,0.066619195,0.09875024,0.12772672,0.14204492,0.1254918,0.18321322,0.10321229
C9orf116,0.054805838,0.010173366,0.17410073,0.10535033,0.053166896,0.038080722,0.08643019,0.116583586,0.10937527,0.083002225,0.20621748,0.25978643,0.10321871,0.13542885
C9orf129,0.0006372772,0,0,0,0,0,0,0,0,0,0,0,0,0.0005966028
C9orf131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C9orf135,0.013382821,0.0019075063,0.04717015,0.06079505,0.0014241133,0.010777564,0.009877737,0.043447297,0.030000074,0.09388115,0.12401891,0.047085013,0.009031637,0.015511673
C9orf135-DT,0,0,0,0,0,0,0,0,0,0.0004029234,0.0021631205,0,0,0
C9orf139,0.016569206,0.005086683,0.012006948,0.0041640447,0.00854468,0.00502953,0.0028222103,0.009413581,0.0037500092,0.0024175404,0.003605201,0.0004094349,0.011612104,0.0023864112
PAXX,0.86159873,0.6816156,0.80703837,0.71163523,0.61331815,0.5848624,0.48153964,0.5735044,0.60812646,0.5250092,0.59846336,1.3650559,1.4592544,0.76245844
C9orf147,0,0.0012716708,0.0021440978,0.00083280896,0.00047470443,0.0014370085,0.0021166578,0.002172365,0.0018750046,0.002014617,0.0050472813,0.0018424569,0.0051609357,0.0017898084
C9orf152,0.015931929,0.0063583544,0.060034737,0.038309213,0.011867611,0.025147647,0.11077175,0.049240276,0.038750093,0.115236096,0.086524814,0.12712954,0.0038707014,0.13483223
C9orf153,0.0019118317,0.0012716708,0.0012864587,0.00041640448,0.0028482266,0,0,0.002172365,0.002500006,0.002014617,0.0014420802,0,0,0
C9orf16,2.3317971,1.5845019,2.3953862,2.5517266,2.673535,2.298495,5.583743,3.9652903,2.863757,2.1661162,2.2164774,3.3536813,2.334033,2.6280355
C9orf163,0.0012745544,0.0012716708,0.003859376,0.00083280896,0.0023735221,0.00071850425,0.0003527763,0.0014482433,0.0006250015,0.0016116936,0.005768321,0.0038896315,0.0051609357,0.0011932056
C9orf170,0.0012745544,0.0006358354,0.0017152781,0,0,0,0,0.00072412164,0.0018750046,0.0004029234,0,0,0,0
AJM1,0.010833712,0.009537531,0.020154519,0.013324943,0.024209926,0.0071850424,0.02575267,0.007965338,0.013750033,0.013699396,0.023073284,0.059572775,0.038707018,0.011932056
STPG3,0,0,0.00042881953,0,0.00094940886,0,0.0010583289,0.00072412164,0.01625004,0.0004029234,0.0028841605,0,0.0012902339,0
STPG3-AS1,0.0012745544,0.0006358354,0.0021440978,0.00041640448,0,0.00071850425,0.0017638814,0.00072412164,0,0.0012087702,0,0.0004094349,0,0.0005966028
C9orf24,0.13765188,0.005722519,0.20068756,0.02706629,0.003322931,0.040954743,0.056796983,0.34540606,0.24687561,0.019743247,0.102387704,0.32713848,0.083865196,0.15988955
AOPEP,0.4193284,0.11890122,0.35506257,0.19446088,0.19273001,0.06466538,0.6043058,0.17668568,0.45125112,0.48673147,0.14637116,1.2629019,0.13934526,0.21358381
C9orf40,0.031863857,0.010809203,0.07375696,0.027482694,0.04841985,0.035206705,0.02293046,0.036206085,0.027500067,0.041501112,0.04975177,0.059777495,0.020643743,0.035199568
CARNMT1-AS1,0.0006372772,0.0006358354,0.00042881953,0,0.0014241133,0.00071850425,0.0003527763,0,0.0006250015,0,0.0014420802,0,0.0025804678,0
C9orf43,0.0012745544,0.005086683,0.0025729174,0.0029148313,0.00094940886,0.002874017,0.007761079,0.0028964865,0.002500006,0.002014617,0.007931442,0.012897199,0.0038707014,0.002983014
C9orf47,0.0057354947,0.0038150125,0.0042881956,0,0.00094940886,0.0014370085,0.0007055526,0.0028964865,0.0075000185,0,0.004326241,0.0004094349,0.0038707014,0
C9orf50,0.0025491088,0,0.00042881953,0,0.00094940886,0.0014370085,0.0014111052,0,0.001250003,0.0016116936,0.0014420802,0.0012283047,0,0
C9orf57,0,0,0,0.00041640448,0.0014241133,0,0.0003527763,0.002172365,0,0,0,0,0,0.0005966028
C9orf64,0.052894007,0.027976759,0.07590106,0.06162786,0.045096923,0.054606322,0.06067752,0.06082622,0.0418751,0.11926533,0.10959811,0.09601248,0.050319124,0.057870474
DOCK8-AS1,0.015294653,0.009537531,0.020583339,0.020403821,0.0137664275,0.015807092,0.0074083023,0.021723649,0.0075000185,0.012490626,0.077872336,0.014125504,0.011612104,0.009545645
TMEM250,0.10068979,0.06421938,0.16981255,0.114927635,0.12959431,0.062509865,0.11853284,0.08834284,0.09750024,0.14908166,0.14204492,0.31178468,0.11096011,0.1694352
C9orf72,0.112798065,0.10682035,0.093911484,0.13699707,0.12057492,0.14370084,0.11959116,0.25706318,0.06937517,0.055603433,0.03821513,0.04196708,0.18708391,0.07934818
C9orf78,0.91513,0.7801701,0.622646,0.75119364,0.7125313,0.5316931,0.54539216,0.5546772,0.62250155,0.4476479,0.6590307,0.46040955,1.0476699,0.588847
SHOC1,0.0012745544,0,0.003859376,0.0012492135,0.0052217483,0,0.0010583289,0.0036206082,0.0006250015,0.0016116936,0,0.014534938,0.0012902339,0.039375786
C9orf85,0.14147554,0.0807511,0.13293406,0.09868786,0.0973144,0.085502,0.061383076,0.106445886,0.08562521,0.13497935,0.07859337,0.122216314,0.16773039,0.0638365
SPACA9,0.0446094,0.018439228,0.054031264,0.04205685,0.03417872,0.025866153,0.08501908,0.05648149,0.051875126,0.049962506,0.19972813,0.18997778,0.03999725,0.016108276
TMEM268,0.051619455,0.0305201,0.06775349,0.04205685,0.06123687,0.03592521,0.07408302,0.020999528,0.042500105,0.030622179,0.036052007,0.098673806,0.041287486,0.059063677
C9orf92,0,0,0,0.00083280896,0,0,0,0,0.0006250015,0,0,0,0,0
CA1,0.0006372772,0,0,0.00041640448,0,0,0.0010583289,0.00072412164,0.0006250015,0,0,0,0.0038707014,0.0011932056
