P1_Normal,P1_Tumor,P10_Normal,P10_Tumor,P2_Normal,P2_Tumor,P3_Normal,P3_Tumor,P4_Normal,P4_Tumor,P5_Normal,P5_Tumor,P6_Normal,P6_Tumor,P7_Normal,P7_Tumor,P8_Normal,P8_Tumor,P9_Normal,P9_Tumor
AC005682.8,0.0024763213,0.0020198042,0.0031226757,0.0016675016,0.0017279603,0.0016536308,0,0,0.008736737,0.0017601728,0.0052035656,0.004989424,0.0010198872,0.001964887,0.0021118405,0.00062594714,0.0060518575,0.00092974235,0.0006105135,0.0010982148
FAM126A,0.10895813,0.13532688,0.14793675,0.22878125,0.12095722,0.14166103,0.17901354,0.21039824,0.16162965,0.17865753,0.08221634,0.12544836,0.07011724,0.12771764,0.08616309,0.103907235,0.13919272,0.13574238,0.07936676,0.15082149
KLHL7-AS1,0.0008254404,0.0008656304,0.0058550164,0.0043355045,0.0011519735,0.0011024205,0,0,0,0.0039603887,0,0.00071277475,0.0040795486,0.0052396986,0.0012671043,0.00062594714,0,0,0.002035045,0.0014642865
KLHL7,0.17829512,0.123785146,0.18501852,0.19209619,0.16358024,0.14717314,0.10824074,0.182955,0.1965766,0.14125387,0.2060612,0.116895065,0.1636919,0.12116803,0.19935775,0.14229865,0.11700258,0.100412175,0.15669848,0.12080363
NUPL2,0.13784854,0.20602003,0.22561331,0.22711374,0.20793122,0.20146734,0.11864851,0.2378415,0.22715518,0.16501619,0.14674056,0.19601306,0.15782754,0.20729558,0.14064857,0.23994642,0.110950716,0.16828337,0.18478209,0.23099118
AC005082.12,0.0024763213,0.002596891,0.008977693,0.0066700066,0.019295558,0.004134077,0.0041631055,0.00914775,0.052420426,0.0074807345,0.0010407132,0.0021383243,0.010963787,0.023578644,0.0118263075,0.010223804,0.0040345713,0.008367681,0.013634803,0.00073214323
GPNMB,2.3285673,1.5621743,3.304181,2.1220627,3.787113,1.0561188,1.5694907,0.19210275,4.1281085,2.1333294,4.491718,0.7434241,2.2044861,1.4972438,2.7749586,1.3414047,2.2916367,2.222084,2.1976452,1.0341523
MALSU1,0.3986877,0.46859458,0.40750918,0.35451087,0.3755434,0.42084903,0.20399217,0.22869375,0.3276277,0.35071445,0.4360588,0.26087555,0.43243217,0.34974986,0.48023257,0.3795326,0.24610886,0.23987353,0.40680552,0.3415448
IGF2BP3,0.0049526426,0.003751065,0.0019516721,0.0036685038,0.0014399668,0.0024804461,0.0020815528,0,0.0043683685,0.0035203455,0,0.006414973,0,0.0055671795,0.0012671043,0.0004172981,0.0040345713,0.005578454,0.002442054,0.017205365
TRA2A,0.90633357,0.5672764,0.7041633,0.6376527,1.002793,0.61597747,1.2301977,1.1892074,1.2318801,0.41100034,0.7867791,0.5744965,0.47705224,0.44602934,0.94145846,0.61697525,0.95215887,0.58480793,0.66973335,0.5732681
CCDC126,0.08089316,0.05107219,0.06479552,0.085376084,0.080926135,0.06642084,0.06660969,0.13721626,0.13541943,0.07876773,0.14465913,0.09123517,0.0877103,0.076958075,0.09461046,0.06217742,0.070605,0.052995317,0.08506489,0.09261612
FAM221A,0.074289635,0.026257455,0.04371746,0.031015532,0.09014193,0.048782106,0.08534367,0.11892075,0.07426227,0.04840475,0.08013491,0.06272418,0.07343188,0.049449656,0.07518152,0.051327664,0.060518574,0.05950351,0.06817401,0.042098235
STK31,0.0008254404,0.0014427174,0.0027323412,0.00066700066,0.0020159537,0.0008268154,0,0,0,0.0017601728,0.0010407132,0.004989424,0.0025497181,0.002292368,0.0059131538,0.0012518943,0.0020172857,0,0.0030525678,0.0014642865
MPP6,0.04374834,0.064633735,0.083531566,0.08170758,0.044638973,0.06835007,0.016652422,0.0182955,0.056788795,0.017161684,0.0718092,0.023521569,0.03952063,0.046829805,0.06462232,0.04026927,0.030259287,0.026962528,0.056167245,0.050517883
DFNA5,0.013207046,0.098970406,0.04684013,0.25946328,0.027647365,0.08295714,0.027060185,0.0548865,0.013105107,0.031243067,0.0062442785,0.027798217,0.008414069,0.0556718,0.021963142,0.088467196,0.010086428,0.10692037,0.01851891,0.12300006
OSBPL3,0.12216518,0.08223488,0.11475832,0.10271811,0.09878173,0.087918036,0.116566956,0.109773,0.16162965,0.0998898,0.11968201,0.1354272,0.09229979,0.100209236,0.06462232,0.084294215,0.15734829,0.08739578,0.0856754,0.1109197
CYCS,2.2031004,2.5790017,3.467341,5.317663,2.1415188,3.5180993,3.988255,3.5401793,2.297762,2.905605,2.8349025,2.6942885,2.9219768,3.8505235,4.24311,3.8944345,3.4273684,3.4865339,3.7581177,3.7998233
C7orf31,0.017334249,0.01673552,0.022639398,0.027013527,0.03513519,0.02204841,0.020815527,0.0548865,0.048052058,0.033443283,0.010407131,0.04633036,0.01580825,0.024561087,0.013515779,0.027750324,0.02420743,0.029751755,0.022792505,0.032214303
CTD-2227E11.1,0,0.0011541739,0.0015613378,0.0010005011,0.0014399668,0.00027560513,0,0,0,0,0,0.0014255495,0.00076491537,0.002292368,0.0004223681,0.0004172981,0,0.00092974235,0.000407009,0.00036607162
NFE2L3,0.01815969,0.027700173,0.13622671,0.05769556,0.0780462,0.14717314,0.14362714,0.17380723,0.052420426,0.28998846,0.053076368,0.07412858,0.0678225,0.15850088,0.053218383,0.12518944,0.13314086,0.15526697,0.057998788,0.22623226
CTB-119C2.1,0.004127202,0.004328152,0.0039033443,0.00967151,0.005471874,0.0063389177,0.018733975,0.02744325,0,0.0057205614,0.009366418,0.003563874,0.0043345205,0.006222142,0.007602626,0.007094068,0.02420743,0.007437939,0.006512144,0.0032946446
HNRNPA2B1,4.447473,5.057301,6.4627676,7.0815463,5.8917685,6.3970704,5.3912215,6.449164,6.1462946,4.9980106,4.254435,5.682954,4.5423226,6.1903768,6.205432,7.580846,5.7754893,6.0312386,4.9211464,6.6350474
CBX3,1.4890944,1.5425533,1.2272115,2.1083891,1.9862903,2.181139,1.540349,2.8906891,1.4109831,1.3298105,1.1562322,1.3214844,0.9594588,1.5204949,1.5935949,1.864488,1.652157,1.9347938,1.0421466,1.7406704
SNX10,0.015683368,0.1393665,0.21897762,0.42387897,0.15810835,0.5443201,0.493328,0.585456,0.07863063,1.1995578,0.044750664,0.8446381,0.1392146,0.52069503,0.14951831,0.81289667,0.381267,1.323953,0.35124877,0.9755809
AC004540.4,0.0008254404,0.0020198042,0.00039033446,0.0010005011,0.00057598675,0.0008268154,0,0,0.0043683685,0.0013201296,0.0010407132,0,0,0.00032748116,0,0,0,0,0.0002035045,0.00073214323
AC004540.5,0.004127202,0.0028854348,0.0031226757,0.0033350033,0.0031679273,0.004134077,0.008326211,0,0.0043683685,0.00968095,0.0031221393,0.005702198,0.0030596615,0.0006549623,0.0033789447,0.0020864906,0.0020172857,0.0046487115,0.0028490631,0.0036607161
SKAP2,0.18820041,0.1526395,0.23420067,0.30415234,0.22549883,0.31115818,0.5974056,0.36591,0.3276277,0.53685266,0.24456759,0.49252737,0.24120332,0.5242973,0.3231116,0.7275592,0.4841486,0.73821545,0.45768163,0.6538039
HOXA1,0.009079845,0.010676108,0.015223044,0.022011023,0.010943748,0.009370574,0.016652422,0,0.03057858,0.004840475,0.010407131,0.010691622,0.013513505,0.014736651,0.008024994,0.009180558,0.0060518575,0,0.006512144,0.009883934
HOTAIRM1,0.17829512,0.11224341,0.22288097,0.23611824,0.31045684,0.18300179,0.45377848,0.3110235,0.3975216,0.28998846,0.20814262,0.22951348,0.20576224,0.18600929,0.16641302,0.14167272,0.31671384,0.1338829,0.21266222,0.16326794
HOXA3,0.005778083,0.010099021,0.011319699,0.01867602,0.016703617,0.0060633123,0.0020815528,0.00914775,0.013105107,0.0022002158,0.012488557,0.005702198,0.013003562,0.017029021,0.0059131538,0.007928664,0.0060518575,0,0.008750694,0.0069553605
HOXA-AS2,0.009079845,0.019332413,0.012490703,0.017342018,0.012095722,0.019016754,0.016652422,0.00914775,0.017473474,0.014521426,0.0052035656,0.03136209,0.01147373,0.026853453,0.010136834,0.012936241,0.0040345713,0.0065081962,0.012006766,0.013178579
HOXA4,0.013207046,0.014427174,0.020297391,0.023345023,0.027935358,0.014055861,0,0,0.026210213,0.0057205614,0.021854976,0.007840523,0.023457406,0.019321388,0.016472356,0.017317872,0.012103715,0.002789227,0.018722415,0.010982148
HOXA-AS3,0.014857927,0.003751065,0.012490703,0.0040020044,0.025919406,0.0060633123,0.0020815528,0,0.03494695,0.0008800864,0.0062442785,0.0014255495,0.0022947462,0.004584736,0.0012671043,0.0008345962,0.0060518575,0,0.006919153,0.005491074
HOXA5,0.052002747,0.013850086,0.05113381,0.035684537,0.03830312,0.016260702,0.018733975,0.02744325,0.03494695,0.0074807345,0.028099256,0.012829946,0.021162659,0.022268718,0.010981571,0.01335354,0.028242,0.002789227,0.019129425,0.008419647
HOXA6,0.016508808,0.0046166955,0.008977693,0.007003507,0.012959703,0.0035828666,0.0062446585,0,0.0043683685,0.0017601728,0.008325705,0.003563874,0.0017848026,0.011461841,0.0012671043,0.003755683,0.008069143,0,0.0046806037,0.0047589308
HOXA7,0.19067673,0.10502982,0.1655018,0.14207114,0.1828758,0.10665918,0.027060185,0.0182955,0.17473476,0.0193619,0.08429776,0.055596434,0.08924013,0.09660695,0.060821008,0.06864554,0.06858771,0.0037189694,0.097071655,0.059669673
HOXA9,0.12216518,0.069250435,0.13115238,0.07637158,0.120381236,0.052916184,0.0104077635,0,0.13105106,0.012321209,0.057239223,0.03563874,0.03416622,0.05075958,0.016049989,0.0135621885,0.12103715,0.0130163925,0.029101145,0.055276815
HOXA10-AS,0.03631938,0.023083478,0.017955385,0.012673013,0.039743084,0.023150831,0.0041631055,0,0.021841845,0.0035203455,0.0062442785,0.004989424,0.0035696053,0.005894661,0.0016894724,0.0022951395,0.02420743,0.00092974235,0.0034595765,0.01830358
HOXA10,0.011556166,0.011253195,0.014442375,0.012006012,0.013535689,0.011575416,0.008326211,0,0.03057858,0.004840475,0.0010407132,0.009266073,0.0056093796,0.0075320667,0.0033789447,0.004590279,0.0040345713,0.0065081962,0.010175225,0.028919658
HOXA11-AS,0.0024763213,0.0017312608,0,0.00033350033,0.00057598675,0.00055121025,0,0.00914775,0,0.0013201296,0,0,0,0,0,0,0,0.0046487115,0,0.00073214323
HIBADH,0.2104873,0.19534393,0.15184009,0.22944823,0.22492282,0.13945618,0.15611646,0.10062525,0.1965766,0.17469715,0.13633342,0.09693737,0.13691986,0.15391615,0.20696038,0.17255278,0.1250717,0.11249882,0.1670772,0.14862506
TAX1BP1,1.030975,0.8151353,1.4957615,1.5481086,1.2683228,1.1514782,1.4591684,2.3875628,1.6425067,2.5170472,1.8524693,2.063483,0.86154974,1.3691987,1.3980384,1.0845578,1.7631078,1.216103,1.4585168,1.6550097
JAZF1,0.05860627,0.026257455,0.06947953,0.053026557,0.073150314,0.08240593,0.20607373,0.109773,0.08736738,0.15665537,0.06452421,0.0990757,0.05226922,0.076958075,0.063355215,0.12873647,0.14121,0.20454332,0.07102308,0.09993755
CREB5,0.14197575,0.03751065,0.234591,0.12172762,0.16329224,0.18741147,0.6910755,0.11892075,0.09173574,0.45060423,0.23936401,0.20955579,0.09816415,0.10675886,0.15796567,0.18173333,0.4680103,0.28822014,0.09605413,0.15924115
AC005013.5,0,0.0008656304,0.00039033446,0.00033350033,0.00028799337,0,0,0,0,0.0004400432,0,0,0,0,0,0.00020864906,0,0,0.000407009,0
CTB-113D17.1,0.006603523,0.0077906735,0.024200736,0.0073370077,0.0305273,0.020670384,0.068691246,0.00914775,0,0.020241987,0.012488557,0.06414973,0.009178985,0.030128267,0.011403939,0.03505304,0.0060518575,0.014875878,0.006715649,0.022330368
CPVL,0.014032487,0.01500426,0.9637357,0.5842926,2.0254576,2.69404,4.439952,1.207503,0.7950432,7.3346395,0.6192243,3.2545297,1.1807745,1.3963797,1.4516791,2.8564057,3.4213166,1.4503981,0.7491001,3.3173409
CHN2,0.029715855,0.012118826,0.06635685,0.024345525,0.082078114,0.0807523,0.26227564,0.2012505,0.06115716,0.23410298,0.0395471,0.13899109,0.01580825,0.06222142,0.065044686,0.12414619,0.1250717,0.13295315,0.05230066,0.16583045
PRR15,0.0016508808,0.0109646525,0.009368027,0.0040020044,0.023615457,0.03169459,0.008326211,0,0.008736737,0.013201296,0,0.014255496,0.0028046898,0.004584736,0.006335522,0.021073554,0.012103715,0.021384073,0.0014245316,0.017205365
WIPF3,0.014857927,0.01673552,0.004293679,0.0110055115,0.024191445,0.011024205,0.0145708695,0.10062525,0.0043683685,0.024202375,0.0052035656,0.008553297,0.007904125,0.007859548,0.0054907855,0.006050823,0.0040345713,0.025103044,0.0052911174,0.012812506
SCRN1,0.06603523,0.0464555,0.107341975,0.13440064,0.12700509,0.093154535,0.10824074,0.0182955,0.16162965,0.13993374,0.074931346,0.08553298,0.050484415,0.09496953,0.064199954,0.10933211,0.098847,0.0725199,0.054946218,0.12812507
FKBP14,0.11886342,0.09752769,0.13427505,0.21243972,0.09791774,0.09591058,0.08118056,0.0548865,0.12231432,0.10561037,0.11760058,0.06557528,0.09510448,0.09365961,0.16472358,0.082207724,0.14927913,0.063222475,0.1082644,0.082732186
PLEKHA8,0.033017617,0.03145124,0.05464682,0.07537108,0.0348472,0.036379877,0.0353864,0.036591,0.04368369,0.05940583,0.05411708,0.04276649,0.020907687,0.04781225,0.03378945,0.03901737,0.040345713,0.041838408,0.028694134,0.042098235
MTURN,0.23359963,0.12638204,0.115148656,0.09571461,0.19266757,0.09232772,0.06452814,0.04573875,0.16599801,0.21870147,0.17796193,0.03706429,0.11652211,0.058946606,0.129667,0.06092552,0.14927913,0.03625995,0.1308534,0.0787054
ZNRF2,0.1163871,0.07559839,0.10265796,0.0913791,0.086974,0.072759755,0.056201924,0.19210275,0.14852454,0.058965787,0.126967,0.11119287,0.09969397,0.08285273,0.080249935,0.05320551,0.13314086,0.08460655,0.117829114,0.09774112
NOD1,0.04044658,0.021063672,0.023029732,0.021677522,0.029663317,0.030316565,0.029141739,0.0182955,0.056788795,0.026842635,0.0395471,0.033500414,0.029321756,0.029145824,0.021540772,0.026498431,0.016138285,0.031611238,0.026048576,0.034776803
GS1-114I9.1,0.004127202,0.0011541739,0.0015613378,0.0010005011,0.0031679273,0.0027560513,0,0,0,0.0008800864,0.0041628527,0.007127748,0.0017848026,0.0013099246,0,0.0016691925,0,0.002789227,0.001628036,0.0025625012
GGCT,0.98062325,1.1181059,1.4840516,1.4827425,1.2017964,1.2156942,0.5932425,0.64949024,0.77756965,0.6983485,0.82216334,0.5744965,1.3266182,1.2788138,1.0952005,1.196185,0.45994115,0.5327424,1.2389355,0.95727724
GARS,0.3450341,0.4189651,0.6456132,0.7643828,0.34530407,0.5057354,0.24978633,0.329319,0.3625746,0.4470839,0.54741514,0.3677918,0.43804154,0.4813973,0.45615754,0.5032615,0.34697315,0.40722716,0.3571504,0.47845557
INMT,0.0008254404,0.002596891,0.0019516721,0.0106720105,0.00086398015,0.00027560513,0.0020815528,0,0.008736737,0.0004400432,0.0041628527,0.0014255495,0.007904125,0.0006549623,0.0008447362,0,0.0060518575,0.0046487115,0.001221027,0
FAM188B,0.009905285,0.015581347,0.015223044,0.025679527,0.01699161,0.01019739,0.012489317,0,0.026210213,0.0057205614,0.008325705,0.006414973,0.01147373,0.013426727,0.015205252,0.009180558,0.0040345713,0.0065081962,0.01628036,0.011714292
AQP1,0.15105559,0.21958157,0.023420066,0.061030563,0.055582725,0.13532211,0.17485043,0.036591,0,0.05236514,0.01665141,0.00071277475,0.039010685,0.0032748117,0.027453927,0.0025037886,0.11700258,0.017665105,0.022589002,0.016839294
CCDC129,0,0.0008656304,0.0015613378,0,0.00086398015,0.00027560513,0,0,0.0043683685,0.0004400432,0,0.0014255495,0.0002549718,0.0006549623,0,0,0,0,0,0
LSM5,1.2695273,1.5073512,1.8950738,2.7950664,1.6003792,1.7299733,1.2385238,1.8844365,1.5464025,1.6858054,1.3570899,1.4120069,1.888831,1.91249,1.7181935,1.95838,1.0772306,1.310007,1.8095621,1.5627598
AVL9,0.15600823,0.13503835,0.12802969,0.10838761,0.13737285,0.1077616,0.07701745,0.182955,0.14415617,0.12717248,0.17900266,0.16037433,0.11473731,0.10643138,0.12206438,0.10432453,0.11901986,0.10692037,0.11314851,0.12080363
RP11-225B17.2,0.0049526426,0.0066365,0.0062453514,0.005669506,0.012383715,0.007992549,0.0020815528,0.00914775,0.0043683685,0.0039603887,0.0062442785,0.004989424,0.007394182,0.0036022929,0.010559203,0.005216226,0.0020172857,0.002789227,0.0044770995,0.004026788
KBTBD2,0.1370231,0.07848382,0.12998137,0.10738711,0.13017301,0.107485995,0.1457087,0.1646595,0.22715518,0.14301404,0.24873044,0.12402281,0.15553279,0.08383518,0.15543146,0.08241637,0.24005699,0.14875877,0.14286016,0.11275006
FKBP9,0.36319378,0.26632562,0.18697019,0.3621814,0.1647322,0.10445434,0.13946404,0.0182955,0.28831235,0.13113287,0.22687545,0.064862505,0.21953072,0.15326118,0.17274855,0.0991083,0.09279514,0.064152226,0.13940059,0.093714334
NT5C3A,0.33265248,0.43627775,0.4375649,0.43488446,0.3519279,0.3232848,0.316396,0.5671605,0.3276277,0.38063735,0.4828909,0.33500415,0.34931138,0.32944605,0.51275486,0.3190244,0.33083484,0.31239343,0.36305207,0.34593767
RP9,0.15435734,0.10906944,0.12881038,0.13606815,0.14601265,0.11768339,0.06452814,0.109773,0.17473476,0.15137486,0.20814262,0.10691621,0.15833747,0.10479397,0.12459859,0.10933211,0.08270871,0.10413114,0.12047467,0.11677685
BBS9,0.027239533,0.020775128,0.029665418,0.02968153,0.02822335,0.015158283,0.033304844,0.064034246,0.048052058,0.029042851,0.030180681,0.017106595,0.026262095,0.02849086,0.030410504,0.021073554,0.028242,0.016735362,0.03235722,0.021598225
BMPER,0.0024763213,0.004328152,0.0027323412,0.0013340013,0.0014399668,0.0016536308,0,0,0.008736737,0.0008800864,0.0041628527,0.00071277475,0.0020397743,0.0013099246,0.0004223681,0,0,0,0.000407009,0.0010982148
DPY19L1,0.042922903,0.043570064,0.04020445,0.055361055,0.047518905,0.029489748,0.02289708,0.04573875,0.052420426,0.040043928,0.03330282,0.026372667,0.054308992,0.026198493,0.063355215,0.0327579,0.028242,0.04369789,0.05555673,0.040267877
HERPUD2,0.2146145,0.14513737,0.13115238,0.12006012,0.19497153,0.1557169,0.2601941,0.42079648,0.30141744,0.13421316,0.23207901,0.16678931,0.16879132,0.13164742,0.22554457,0.1518965,0.26022986,0.22220843,0.17928748,0.19182153
RP11-379H18.1,0.049526423,0.041550256,0.04410779,0.046356548,0.04838289,0.038584717,0.016652422,0.036591,0.0698939,0.026402593,0.035384245,0.03991539,0.03416622,0.040607665,0.035056554,0.037556827,0.034293856,0.0130163925,0.036020298,0.035508946
SEPT7,1.5320174,1.6426779,2.6308541,3.80724,2.1357589,1.9829788,2.3833778,5.927742,2.8263347,3.3126452,2.2552252,2.8375566,1.4586936,2.6575096,2.0337024,2.3840241,1.9789573,2.3280747,2.2418056,2.3919117
EEPD1,0.05860627,0.01500426,0.046059463,0.013006513,0.03743914,0.021221595,0.033304844,0.04573875,0.052420426,0.017601727,0.060361363,0.027798217,0.044620063,0.020631311,0.036323655,0.022951396,0.03227657,0.056714285,0.019332929,0.025991084
KIAA0895,0.07841684,0.015581347,0.026542742,0.017342018,0.057598677,0.013780256,0.0104077635,0.00914775,0.10047248,0.010561037,0.0634835,0.003563874,0.046404865,0.013754209,0.021540772,0.0064681205,0.034293856,0.0018594847,0.059016306,0.0113482205
ANLN,0.09987829,0.06953897,0.19087355,0.21777572,0.19583549,0.10280071,0.008326211,0.036591,0.16599801,0.0866885,0.073890634,0.047043137,0.15425794,0.13164742,0.13938147,0.12289429,0.08270871,0.09762294,0.19923091,0.15521437
ELMO1,0.01981057,0.020775128,0.11202598,0.04435555,0.17596395,0.22489378,0.37676105,0.37505776,0.07863063,0.3067101,0.035384245,0.32930195,0.0433452,0.14343674,0.10432493,0.2964903,0.30461016,0.3207611,0.06390042,0.28260726
EPDR1,0.023112332,0.012695913,0.008977693,0.07370358,0.02822335,0.01240223,0.012489317,0.0182955,0,0.13729347,0.0041628527,0.13115056,0.007394182,0.010806879,0.004223681,0.01523138,0.008069143,0.022313816,0.004273595,0.053080384
STARD3NL,0.08336948,0.13244145,0.12061334,0.25812927,0.12902103,0.18327741,0.23521547,0.7958542,0.09173574,0.3718365,0.081175625,0.3107698,0.09510448,0.2122078,0.14318278,0.21720368,0.22391872,0.33191803,0.14123213,0.28077692
AMPH,0.0008254404,0.0031739783,0.0007806689,0.013340013,0.00057598675,0.00055121025,0.0104077635,0,0,0.015841555,0.0031221393,0.0042766486,0.0010198872,0,0.0004223681,0.00062594714,0.0020172857,0.0018594847,0.0010175225,0.0014642865
VPS41,0.17416793,0.15061969,0.14871743,0.1934302,0.2041873,0.17115079,0.17068733,0.219546,0.20531334,0.31111053,0.14153698,0.25018394,0.13411516,0.19550626,0.14360516,0.1998858,0.197694,0.20454332,0.14774428,0.23684834
YAE1D1,0.093274765,0.098104775,0.13622671,0.13273314,0.11634933,0.102249496,0.058283478,0.064034246,0.09173574,0.055005398,0.081175625,0.055596434,0.10249866,0.1008642,0.081094675,0.10161208,0.044380285,0.0548548,0.08791395,0.07577682
RALA,0.5332345,0.7735851,0.9586614,1.0151751,0.59038645,1.3193218,1.3842326,0.7958542,0.6902023,2.2873445,0.8762805,0.8517659,0.73253393,0.90483046,1.0424045,0.91972506,1.426221,2.193262,0.6223168,1.3987596
RP11-467D6.1,0.006603523,0.0057708696,0.0081970235,0.007003507,0.008639802,0.0060633123,0.0041631055,0.04573875,0.0043683685,0.0057205614,0.0041628527,0.004989424,0.0043345205,0.0081870295,0.010559203,0.011892996,0.014121,0.008367681,0.009564713,0.0036607161
CDK13,0.21874171,0.15119678,0.27128243,0.21110572,0.19756345,0.13807817,0.1415456,0.30187574,0.33199602,0.16897659,0.29764396,0.17676815,0.11983674,0.16767035,0.1896433,0.12581538,0.23803972,0.11528805,0.15995455,0.17498223
MPLKIP,0.58606267,0.6388352,0.77832687,0.8434224,0.74878275,0.71629775,0.5058173,0.622047,0.7513594,0.4981289,0.63171285,0.49822956,0.6891887,0.7299555,0.7150692,0.643265,0.5063387,0.48439574,0.6143801,0.64501816
SUGCT,0.009079845,0.037799194,0.0081970235,0.12873113,0.025631411,0.025906881,0.020815527,0,0.03057858,0.0061606043,0.0041628527,0.014255496,0.014788364,0.035367966,0.005068417,0.007511366,0.0020172857,0.046487115,0.00814018,0.027821442
