S8,S3,S5,S7,S1,S9,S2
C2orf88,1710.59630131654,4.02700836792809e-18,368.288246808881,86.8832665899516,231.768151302293,7.68401341150723e-19,1.33475501388128e-16
CFD,443.033791300813,0.00407635848043778,103.129484592644,2604.7457547438,31.6643382473308,142.621290921635,10.8094563327966
RHOBTB3,8.61566765677386,16.0201914018495,2085.68322894546,2.81260518907118e-09,2704.4492172423,139.488023926453,725.527827898522
REC8,2381.15724909287,954.801577672056,1181.85871585572,1861.87654229614,1536.51019466375,3.09764758459945,0.00336045840152164
ALPK3,2562.04698383934,1.26283534702868e-07,307.106273804473,7.01558151536181,3319.0891394161,0.00384046658253707,53.2142687796083
PFKFB2,1414.34753456659,2.45639582803023,212.623697075442,2.12808921660353,6953.84066613632,357.435975868366,647.620126693538
TUSC3,831.172056454194,2327.61315531224,1203.0357546626,18.5118978335842,82.9438502072238,205.838176404851,2195.84530806092
ODZ2,4.25637303764468e-18,337.819328454745,41.884039386176,0.032492235834509,2.22748222582271e-23,4.20954741689797e-10,2250.76873277493
ARHGAP26,1755.24092688404,276.920044731818,358.719225407844,54.9969932693888,9965.95612857077,326.579447690146,0.000133347851142604
RPL39L,814.899506362731,2957.81322648888,98.9042508064367,9056.34362817542,333.997701199699,610.446203223988,153.821390312412
NPDC1,1295.99548249258,1365.30247081451,868.171366039573,3886.20398102566,6788.67202441953,2.19835502154418,34.2632497949348
UCA1,182.513944715159,0.189922569193147,454.041615355175,0.0014257769571276,3778.05871572391,0.0772666694355187,1721.01867350463
PMP22,242.75928690839,319.657246745767,937.743116749026,1105.43985867013,628.005373791822,47.6762479780851,11.2958424723739
PTN,905.530646408823,2302.05199642514,498.914109026491,1426.29418639459,6.0324621278011e-06,498.917416782634,8.2013494776512e-16
TMPRSS3,1721.57040074898,2.04109548956586e-18,0.479732668307201,1344.63126801549,7681.44654791976,9.78249284777384e-17,863.552290008995
MXRA8,482.358771720484,92.8167115363562,429.91019505804,2228.33057380837,575.262096187101,186.23947486488,286.308275220126
TNFRSF6B,0.558386045165086,2.50452442757738e-11,52.9301405773629,43.4038488107443,5458.21509746786,111.67280363783,1965.65007589125
PGF,0.000148140954502872,821.782622105162,468.614388812485,1432.21784250537,3.32200958221824e-17,523.327826590786,985.099824776076
RAP1GAP,1726.71741238912,1140.86060894233,456.002100089539,374.201587388066,3058.69022824256,2.17682706946087e-05,9.16045780312128e-09
CTSK,132.13361137905,684.934153873543,22.9061713163523,440.621428833281,654.007194037261,858.929728922414,1.06017419435275
TJP3,3022.53949479787,5.30772506817955e-06,142.579886469251,521.296974659426,5200.67066406812,182.03388209655,0.000126282150962467
OLFM1,34.1566130663423,6523.21260566551,129.731440363493,479.448207247706,550.236836102761,254.562369333338,4.54596864925104
COL15A1,241.397998382986,550.609774676866,885.200866593575,0.221567442454711,2678.01262408108,77.5339944411366,293.454094636823
PADI1,451.355059860821,254.538393103581,1.40184912136117e-16,185.704222622252,39.7846973718056,1306.33141848244,5.61558957218449e-06
STRA6,1322.56759859434,6.55460632769567e-07,133.689841015865,1267.39710744879,3020.3846685658,592.580482858509,3.2291039983909e-12
HIST2H2AA3,284.959394174201,2034.55961442322,398.029907000119,4197.13066879174,638.316018576565,383.00446854667,630.525934294437
