S2,S4,S8,S6,S1
C5orf49,1.17858239860156e-25,0.00289485955092028,8.52617561026839e-28,1715.14525077784,2.90927593832127e-59
IL8,1.80007060007357,2.15505905976464e-27,1.91449156765721e-07,551.318336959532,8087.57139561262
MUC4,247.361856080394,3.76829691837168,3586.86197717785,124.163780617947,8.29807274180431e-50
PTPRCAP,2.14300564136749e-17,1.56432408661827e-09,7.73101079311885e-16,0.0473301206520501,5.21724598860402e-38
PLCG2,731.306874937352,0.000595373264388696,0.000128654285199556,0.0353447722369497,1619.47449581803
FAT2,486.942426346008,272.825275706989,4.79591258940965e-20,0.00157131156973502,2306.1609502234
HMCN1,431.83083505201,4.79942636028863e-35,1.99326991691647e-07,2.00164948317469e-16,568.96220035201
COLEC12,282.119713375263,3.22503069804523e-05,3.80685376505085e-42,4.06055309525887e-40,1.30437570701e-16
KCNE3,342.119808835483,100.267077142511,1224.10686935501,1549.61206410368,1.0711342161157e-23
EFCAB1,5.59018733625176e-14,2.00676104816031e-14,6.66972224177422e-31,1550.15856255415,3.76372722863656e-70
PKP1,107.228439175703,1.36282151008273e-37,1125.43555745207,4.29581279382498e-44,12860.7914727741
COL21A1,168.744804704173,2.16858115915048e-12,1150.40678006773,1033.65366685586,2.86451190048476e-41
CPVL,335.591882095845,1224.11470325096,1463.26172818889,1.25573016490803e-32,1.02145297543838e-39
IGF1,263.484251003451,527.900110579804,1.27581296088155e-24,888.310589990057,7.92987947233291e-28
CXCL12,232.962380410725,0.0207679934620561,3.39975171750195e-07,0.000643138745286479,2.01347178018715e-22
BMP4,8.9407429041715e-13,4.53968549851041e-35,9.2916471231188e-14,7.83999794217622e-23,6002.32815554862
PRF1,1.34824809151191e-13,1.32097436910015e-37,1.74533058598343e-31,1.18924866062846e-18,4.50324282046579e-15
C8orf73,0.794334683814205,2418.72592403136,1.31693454762517e-12,4.08184051532874e-16,8.74079347210581e-21
HAS3,429.80829535573,1.29628072206653e-37,0.207488327121374,1.16831839353863e-07,1830.62734420161
SLC26A7,647.895345834079,0.0915782050358532,1.77774170996159e-18,0.000490698389727166,3.47570209253669e-26
ODF3B,1.62391328795639e-28,478.324668763866,4.67882475829949e-12,1564.03084078453,8.11085482283328e-40
