S10,S4,S8,S9,S7,S3,S2,S6
FPR3,221.058145164679,0.000201822183271324,0.0337490699488823,16.6608166866178,0.0145494922911822,271.699686825869,0.00382234102792451,0.0203006223445653
UQCRHL,295.646360168428,1484.65412719521,5.2172139975584,0.0692355308402188,35.2432891695267,1421.17011748685,1144.34424687126,4.70770592931398
SEMA5A,334.214124563326,220.935602198895,834.880699549122,0.434541509364441,0.24813926859668,210.201040441557,234.874704721527,281.613249616655
KCNQ1,420.085501540506,868.356013068092,218.081174147806,83.0319961553974,37.6096128453073,65.0780379888094,156.49431476489,2552.28824878083
DNAJB5,606.686487076154,0.000393585785238796,230.203982842051,2547.36648132143,0.00146652909339493,867.993350833604,240.619260802396,930.710866358553
HCLS1,56.4314005672192,1.77277986682536,303.654897377747,261.890480121118,43.7842042865255,783.282663270312,18.9243703837582,207.48621635383
MAST4,360.247405560402,1025.49787202083,302.743988185652,445.912844689543,84.0771739705216,6.12193577259321e-09,868.815629488473,1963.54709451941
KIF21A,613.258978313289,73.5120636068822,721.447897654549,638.561817649428,517.944306883713,0.998798879205847,1030.05856212134,144.137835441004
RTN4R,492.095430319105,452.785061537145,939.812772056375,198.132978312072,68.6340687946101,882.548945534207,397.599539580241,1.90832961478749
ZNF737,571.120901192767,820.235863623336,952.422539901693,1316.07151750952,1332.60626303076,170.357184884169,0.778512846449786,899.848991431185
LAIR1,7.18312521952559,0.0450736994583895,0.00561405025069689,10.4108341946665,0.00286190512487027,610.889807543316,14.2305514268586,37.8432712575461
PIK3CD,411.412096074167,444.793383541366,534.472446795943,278.613011834912,83.2054540100679,1.43917685539404,62.382904068512,188.091249256048
DNAJC15,163.411809669548,189.430227009349,9.87984764054091,5.77831429050727,970.357255123432,782.082324236107,747.911989126886,1033.93389384322
NGEF,256.719170740748,729.401086011142,670.769718476755,131.096783683601,1.62478308098267e-09,211.110803063571,1153.6124343876,372.090075691197
